n,topo_dir,kp_class,density,seed,n_nodes,n_arcs,topology,n_macroitems,algorithm_ms
10000,inforest,strongly_corr,dense,1,10000,8995,inforest,1832,6.771000
10000,inforest,strongly_corr,dense,2,10000,9021,inforest,1862,6.638000
10000,inforest,strongly_corr,dense,3,10000,8995,inforest,1892,6.868000
10000,inforest,strongly_corr,dense,4,10000,9013,inforest,1807,5.931000
10000,inforest,strongly_corr,dense,5,10000,8989,inforest,1837,5.891000
10000,inforest,strongly_corr,dense,6,10000,9028,inforest,1855,5.892000
10000,inforest,strongly_corr,dense,7,10000,8950,inforest,1873,5.811000
10000,inforest,strongly_corr,dense,8,10000,8983,inforest,1874,5.973000
10000,inforest,strongly_corr,dense,9,10000,9033,inforest,1837,8.889000
10000,inforest,strongly_corr,dense,10,10000,9048,inforest,1863,5.860000
10000,inforest,strongly_corr,medium,1,10000,6009,inforest,1790,4.903000
10000,inforest,strongly_corr,medium,2,10000,5935,inforest,1764,4.955000
10000,inforest,strongly_corr,medium,3,10000,5938,inforest,1748,5.014000
10000,inforest,strongly_corr,medium,4,10000,6035,inforest,1773,6.111000
10000,inforest,strongly_corr,medium,5,10000,6011,inforest,1761,4.859000
10000,inforest,strongly_corr,medium,6,10000,5976,inforest,1779,4.838000
10000,inforest,strongly_corr,medium,7,10000,6054,inforest,1749,4.916000
10000,inforest,strongly_corr,medium,8,10000,5992,inforest,1784,4.823000
10000,inforest,strongly_corr,medium,9,10000,6045,inforest,1763,5.540000
10000,inforest,strongly_corr,medium,10,10000,6009,inforest,1775,5.618000
10000,inforest,strongly_corr,sparse,1,10000,3025,inforest,1513,4.072000
10000,inforest,strongly_corr,sparse,2,10000,3000,inforest,1514,3.878000
10000,inforest,strongly_corr,sparse,3,10000,2996,inforest,1478,4.008000
10000,inforest,strongly_corr,sparse,4,10000,3008,inforest,1472,4.126000
10000,inforest,strongly_corr,sparse,5,10000,2873,inforest,1463,3.857000
10000,inforest,strongly_corr,sparse,6,10000,3009,inforest,1501,3.926000
10000,inforest,strongly_corr,sparse,7,10000,3035,inforest,1507,3.895000
10000,inforest,strongly_corr,sparse,8,10000,3018,inforest,1485,3.811000
10000,inforest,strongly_corr,sparse,9,10000,2958,inforest,1515,3.897000
10000,inforest,strongly_corr,sparse,10,10000,2985,inforest,1482,3.916000
10000,inforest,strongly_corr,tree,1,10000,9999,inforest,1717,6.240000
10000,inforest,strongly_corr,tree,2,10000,9999,inforest,1779,6.352000
10000,inforest,strongly_corr,tree,3,10000,9999,inforest,1723,6.202000
10000,inforest,strongly_corr,tree,4,10000,9999,inforest,1726,6.256000
10000,inforest,strongly_corr,tree,5,10000,9999,inforest,1730,6.121000
10000,inforest,strongly_corr,tree,6,10000,9999,inforest,1729,6.345000
10000,inforest,strongly_corr,tree,7,10000,9999,inforest,1730,6.190000
10000,inforest,strongly_corr,tree,8,10000,9999,inforest,1775,6.218000
10000,inforest,strongly_corr,tree,9,10000,9999,inforest,1722,6.295000
10000,inforest,strongly_corr,tree,10,10000,9999,inforest,1723,6.356000
10000,inforest,uncorr,dense,1,10000,8978,inforest,5505,5.751000
10000,inforest,uncorr,dense,2,10000,8983,inforest,5414,5.715000
10000,inforest,uncorr,dense,3,10000,8987,inforest,5486,6.681000
10000,inforest,uncorr,dense,4,10000,8971,inforest,5467,13.527000
10000,inforest,uncorr,dense,5,10000,8993,inforest,5469,7.360000
10000,inforest,uncorr,dense,6,10000,8995,inforest,5554,5.799000
10000,inforest,uncorr,dense,7,10000,9027,inforest,5531,6.744000
10000,inforest,uncorr,dense,8,10000,8997,inforest,5551,5.735000
10000,inforest,uncorr,dense,9,10000,8996,inforest,5517,5.913000
10000,inforest,uncorr,dense,10,10000,9036,inforest,5552,7.076000
10000,inforest,uncorr,medium,1,10000,6034,inforest,6910,5.838000
10000,inforest,uncorr,medium,2,10000,6041,inforest,6916,4.873000
10000,inforest,uncorr,medium,3,10000,6028,inforest,6916,5.803000
10000,inforest,uncorr,medium,4,10000,5984,inforest,6891,5.365000
10000,inforest,uncorr,medium,5,10000,5924,inforest,6876,4.743000
10000,inforest,uncorr,medium,6,10000,6031,inforest,6887,4.872000
10000,inforest,uncorr,medium,7,10000,6009,inforest,6883,6.955000
10000,inforest,uncorr,medium,8,10000,6008,inforest,6860,5.001000
10000,inforest,uncorr,medium,9,10000,5972,inforest,6920,6.522000
10000,inforest,uncorr,medium,10,10000,5975,inforest,6920,4.712000
10000,inforest,uncorr,sparse,1,10000,2992,inforest,8330,4.137000
10000,inforest,uncorr,sparse,2,10000,3040,inforest,8316,4.809000
